Timestamp,Nombre,Datos
"1685834917","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""363 lumenes""}]"
"1685834917","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""46.92cm""}]"
"1685834925","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""32.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.00°C""}]"
"1685834925","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""373 lumenes""}]"
"1685834925","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""46.87cm""}]"
"1685834933","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""32.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.20°C""}]"
"1685834933","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""365 lumenes""}]"
"1685834933","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""46.87cm""}]"
"1685834941","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""32.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.20°C""}]"
"1685834941","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""356 lumenes""}]"
"1685834941","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""46.85cm""}]"
"1685834950","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""32.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.20°C""}]"
"1685834950","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""356 lumenes""}]"
"1685834950","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""47.31cm""}]"
"1685834958","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""32.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.20°C""}]"
"1685834958","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""367 lumenes""}]"
"1685834958","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""46.89cm""}]"
"1685834966","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""32.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.20°C""}]"
"1685834966","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""355 lumenes""}]"
"1685834966","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""46.49cm""}]"
"1685834974","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""32.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.00°C""}]"
"1685834974","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""368 lumenes""}]"
"1685834974","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""46.92cm""}]"
"1685834982","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""32.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.30°C""}]"
"1685834982","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""367 lumenes""}]"
"1685834982","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""47.35cm""}]"
"1685834990","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""32.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.30°C""}]"
"1685834990","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""357 lumenes""}]"
"1685834990","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""47.75cm""}]"
"1685834998","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""32.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.20°C""}]"
"1685834998","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""368 lumenes""}]"
"1685834998","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""46.89cm""}]"
"1685835006","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""32.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.20°C""}]"
"1685835006","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""368 lumenes""}]"
"1685835006","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""47.75cm""}]"
"1685835014","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""32.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.10°C""}]"
"1685835014","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""380 lumenes""}]"
"1685835014","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""47.74cm""}]"
"1685835022","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""32.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.20°C""}]"
"1685835022","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""353 lumenes""}]"
"1685835022","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""47.29cm""}]"
"1685835031","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""32.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.10°C""}]"
"1685835031","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""368 lumenes""}]"
"1685835031","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""46.87cm""}]"
"1685835039","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""32.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.10°C""}]"
"1685835039","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""358 lumenes""}]"
"1685835039","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""46.85cm""}]"
"1685835047","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""32.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.20°C""}]"
"1685835047","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""368 lumenes""}]"
"1685835047","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""47.29cm""}]"
"1685835055","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""32.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.20°C""}]"
"1685835055","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""358 lumenes""}]"
"1685835055","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""46.85cm""}]"
"1685835063","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""32.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.20°C""}]"
"1685835063","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""366 lumenes""}]"
"1685835063","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""47.75cm""}]"
"1685835071","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""32.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.20°C""}]"
"1685835071","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""365 lumenes""}]"
"1685835071","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""46.89cm""}]"
"1685835079","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""32.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.20°C""}]"
"1685835079","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""365 lumenes""}]"
"1685835079","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""46.89cm""}]"
"1685835087","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""32.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""29.90°C""}]"
"1685835087","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""360 lumenes""}]"
"1685835087","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""46.87cm""}]"
"1685835095","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""32.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.20°C""}]"
"1685835095","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""358 lumenes""}]"
"1685835095","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""47.41cm""}]"
"1685835103","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""32.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.20°C""}]"
"1685835103","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""297 lumenes""}]"
"1685835103","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""46.99cm""}]"
"1685835111","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""32.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.20°C""}]"
"1685835111","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""370 lumenes""}]"
"1685835111","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""46.58cm""}]"
"1685835120","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""32.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.10°C""}]"
"1685835120","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""369 lumenes""}]"
"1685835120","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""47.38cm""}]"
"1685835128","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""32.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.20°C""}]"
"1685835128","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""363 lumenes""}]"
"1685835128","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""46.56cm""}]"
"1685835136","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""32.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.10°C""}]"
"1685835136","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""362 lumenes""}]"
"1685835136","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""47.40cm""}]"
"1685835145","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""32.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.20°C""}]"
"1685835145","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""370 lumenes""}]"
"1685835145","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""46.56cm""}]"
"1685835153","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""32.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.10°C""}]"
"1685835153","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""353 lumenes""}]"
"1685835153","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""46.58cm""}]"
"1685835161","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""30.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.20°C""}]"
"1685835161","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""361 lumenes""}]"
"1685835161","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""47.41cm""}]"
"1685835169","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""32.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.20°C""}]"
"1685835169","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""327 lumenes""}]"
"1685835169","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""46.60cm""}]"
"1685835177","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""32.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""29.90°C""}]"
"1685835177","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""357 lumenes""}]"
"1685835177","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""46.63cm""}]"
"1685835185","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""33.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""31.20°C""}]"
"1685835185","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""349 lumenes""}]"
"1685835185","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""47.04cm""}]"
"1685835193","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""32.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.40°C""}]"
"1685835193","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""357 lumenes""}]"
"1685835193","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""47.14cm""}]"
"1685835201","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""32.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.20°C""}]"
"1685835201","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""345 lumenes""}]"
"1685835201","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""43.83cm""}]"
"1685835210","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""32.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.60°C""}]"
"1685835210","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""354 lumenes""}]"
"1685835210","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""43.40cm""}]"
"1685835218","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""32.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.20°C""}]"
"1685835218","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""352 lumenes""}]"
"1685835218","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""43.83cm""}]"
"1685835226","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""30.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.10°C""}]"
"1685835226","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""339 lumenes""}]"
"1685835226","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""43.83cm""}]"
"1685835234","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""31.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.30°C""}]"
"1685835234","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""354 lumenes""}]"
"1685835234","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""43.37cm""}]"
"1685835242","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""31.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.20°C""}]"
"1685835242","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""353 lumenes""}]"
"1685835242","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""43.37cm""}]"
"1685835250","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""31.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.20°C""}]"
"1685835250","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""318 lumenes""}]"
"1685835250","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""43.37cm""}]"
"1685835258","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""31.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.30°C""}]"
"1685835258","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""353 lumenes""}]"
"1685835258","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""43.38cm""}]"
"1685835266","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""31.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.20°C""}]"
"1685835266","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""354 lumenes""}]"
"1685835266","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""43.37cm""}]"
"1685835274","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""30.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.20°C""}]"
"1685835274","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""347 lumenes""}]"
"1685835274","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""43.79cm""}]"
"1685835282","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""31.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.20°C""}]"
"1685835282","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""320 lumenes""}]"
"1685835282","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""43.78cm""}]"
"1685835291","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""31.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.20°C""}]"
"1685835291","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""347 lumenes""}]"
"1685835291","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""43.38cm""}]"
"1685835299","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""31.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.10°C""}]"
"1685835299","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""353 lumenes""}]"
"1685835299","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""43.38cm""}]"
"1685835307","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""31.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.40°C""}]"
"1685835307","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""356 lumenes""}]"
"1685835307","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""43.38cm""}]"
"1685835315","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""31.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.20°C""}]"
"1685835315","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""289 lumenes""}]"
"1685835315","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""41.97cm""}]"
"1685835323","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""31.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.20°C""}]"
"1685835323","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""338 lumenes""}]"
"1685835323","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""43.35cm""}]"
"1685835331","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""30.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.20°C""}]"
"1685835331","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""363 lumenes""}]"
"1685835331","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""42.89cm""}]"
"1685835339","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""32.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.20°C""}]"
"1685835339","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""336 lumenes""}]"
"1685835339","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""42.92cm""}]"
"1685835347","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""32.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""29.40°C""}]"
"1685835347","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""351 lumenes""}]"
"1685835347","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""42.94cm""}]"
"1685835355","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""32.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.30°C""}]"
"1685835355","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""353 lumenes""}]"
"1685835355","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""43.37cm""}]"
"1685835363","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""32.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.20°C""}]"
"1685835363","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""350 lumenes""}]"
"1685835363","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""42.94cm""}]"
"1685835372","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""32.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.20°C""}]"
"1685835372","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""311 lumenes""}]"
"1685835372","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""44.01cm""}]"
"1685835380","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""30.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.20°C""}]"
"1685835380","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""337 lumenes""}]"
"1685835380","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""43.60cm""}]"
"1685835388","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""31.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.20°C""}]"
"1685835388","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""346 lumenes""}]"
"1685835388","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""44.57cm""}]"
"1685835396","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""30.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.20°C""}]"
"1685835396","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""339 lumenes""}]"
"1685835396","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""45.42cm""}]"
"1685835404","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""31.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.20°C""}]"
"1685835404","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""362 lumenes""}]"
"1685835404","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""43.01cm""}]"
"1685835412","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""32.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""31.20°C""}]"
"1685835412","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""320 lumenes""}]"
"1685835412","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""5.46cm""}]"
"1685835421","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""31.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.20°C""}]"
"1685835421","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""321 lumenes""}]"
"1685835421","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""3.74cm""}]"
"1685835429","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""31.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.20°C""}]"
"1685835429","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""341 lumenes""}]"
"1685835429","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""4.40cm""}]"
"1685835437","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""31.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.30°C""}]"
"1685835437","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""334 lumenes""}]"
"1685835437","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""5.81cm""}]"
"1685835445","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""31.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.30°C""}]"
"1685835445","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""334 lumenes""}]"
"1685835445","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""43.83cm""}]"
"1685835453","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""30.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.10°C""}]"
"1685835453","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""352 lumenes""}]"
"1685835453","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""43.01cm""}]"
"1685835461","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""32.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.30°C""}]"
"1685835461","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""349 lumenes""}]"
"1685835461","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""43.84cm""}]"
"1685835469","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""32.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.20°C""}]"
"1685835469","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""353 lumenes""}]"
"1685835469","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""43.01cm""}]"
"1685835477","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""32.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.30°C""}]"
"1685835477","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""339 lumenes""}]"
"1685835477","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""43.86cm""}]"
"1685835485","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""32.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.30°C""}]"
"1685835485","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""326 lumenes""}]"
"1685835485","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""42.60cm""}]"
"1685835493","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""32.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.10°C""}]"
"1685835493","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""336 lumenes""}]"
"1685835493","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""43.42cm""}]"
"1685835501","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""32.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.30°C""}]"
"1685835501","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""334 lumenes""}]"
"1685835501","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""43.42cm""}]"
"1685835510","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""31.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""30.30°C""}]"
